source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Bottle Openers,3109475011,Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,B0G1XKKSVD,,"Gobetter Wine Foil Cutter Tool, Foil Remover for Wine Bottles, 2 Count",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,US,12.99,3.64,1.04,3.25,0.15,292.0,69.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G1XKKSVD; brand GOBETTER
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B0CNBPWC4V,,"Rabbit Vertical Corkscrew Wine Opener with One-Pull Design, Foil Cutter Included, Easy to Use Manual Lever, Durable Stainless Steel Spiral, Merlot",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,19.99,5.6,1.6,3.6,0.15,593.0,598.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,50,20,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CNBPWC4V; brand Rabbit
category:Waiter Corkscrews,13826001,Waiter Corkscrews,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Waiter Corkscrews,B004BMN44M,,Pulltap’s Professional Double‑Hinged Waiter’s Corkscrew (Classic 500) – Luxury Sommelier‑Grade Wine Opener with Signature Pulltap’s Logo & Precision Foil Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Waiter Corkscrews,US,13.99,3.92,1.12,3.92,0.15,350.0,290.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B004BMN44M; brand Pulltap‘s
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0C2CQVKCF,,"BARsics Large 6-Gallon Galvanized Tin Beverage Tub, 20 x14x10 inches (Pack of 2)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,59.0,16.52,4.72,18.77,0.15,990.0,193.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C2CQVKCF; brand BARsics
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B07L18Q7NF,,"Measured Pourer - Liquor Bottle Pourers - Collared -(3pk) Made 100% In USA. Bar Spouts That Don’t Leak - No Cracks. A Perfect Pour Everytime. Great For Wine! (Clear, 1.5oz (45ml) - 3 Pack)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,19.98,5.59,1.6,4.19,0.15,480.0,766.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07L18Q7NF; brand AmeriPour
category:Wine Stoppers,678499011,Wine Stoppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,B0BCG32BQX,,"Tessco for You 12 Pcs Stainless Steel Champagne Stoppers Bulk,Silver | Reusable Sealer Keeps Bubbles Fresh, Fits Prosecco Sparkling Wine Bottles, Rust-proof Lock Design for Parties Weddings",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,US,21.99,6.16,1.76,5.71,0.15,408.0,54.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BCG32BQX; brand Tessco for you
category:Electric Fondue Pots,17384862011,Electric Fondue Pots,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,B08GG9J4LV,,chocolate-fountains,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,US,23.54,6.59,1.88,12.81,0.15,572.0,946.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08GG9J4LV; brand Nostalgia
category:Pots & Sets,17384864011,Pots & Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Pots & Sets,B0G39H63BH,,"Honeydak Chocolate Fondue Mug with Fork ＆ Candle, 2 Set, Red, White",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Pots & Sets,US,26.99,7.56,2.16,6.2,0.15,245.0,114.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G39H63BH; brand Honeydak
category:Corers,678502011,Corers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,B09G5PWSBB,,"Apple Slicer, HEAVY DUTY Apple Corer, 12-Blade Stainless Steel Apple Cutter Divider Pitter ，Sturdy and Sharp",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,US,16.88,4.73,1.35,4.47,0.15,555.0,709.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09G5PWSBB; brand YUEJUJJ
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0D9XPJMZ9,,"Zattic Cherry Pitter, 304 Stainless Steel Cherry Pit Remover and Corer for Large & Small Cherries, Heavy Duty, Dishwasher-Safe, Time-Saving, Effortless to Use Cherry Stoner (Press-Type)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,15.99,4.48,1.28,4.46,0.15,234.0,125.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D9XPJMZ9; brand Zattic
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0GRG25QD6,,304 Stainless Steel Meat Masher 11 Inch 6 Blade,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,14.99,4.2,1.2,4.89,0.15,216.0,25.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GRG25QD6; brand Twokylin
category:Potato Ricers,678505011,Potato Ricers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,B09GG84HHW,,"Beast Canteen Stainless Steel Potato Ricer for Smooth Mashed Potatoes | Made of durable 18/8 stainless steel for fluffy mashed potatoes, riced cauliflower, root vegetables, and more",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,US,34.99,9.8,2.8,5.76,0.15,252.0,1290.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09GG84HHW; brand Beast Canteen
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B0F3CZRT3C,,"Maestri House S3 Pour Over Coffee Scale with Timer, 3kg/0.1g",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,28.79,8.06,2.3,5.76,0.15,1614.0,692.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F3CZRT3C; brand Maestri House
category:Cheese Slicers,289760,Cheese Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Cheese Slicers",B000KJLQCC,,BOSKA Cheese Curler Amigo - The original Cheese Shaver For Tête de Moine,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Cheese Slicers",US,39.99,11.2,3.2,6.34,0.15,347.0,1567.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B000KJLQCC; brand BOSKA
category:Egg Slicers,17548242011,Egg Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",B0DYTMKXLG,,"Hendiy Strawberry Slicer, Black, 1-Pack | Stainless Steel Blades, Egg & Fruit Slicer Cup, For Banana, Cucumber, Mushroom, ABS Detachable, Precision Berry Cutter Tool","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",US,14.98,4.19,1.2,4.19,0.15,384.0,273.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYTMKXLG; brand Hendiy
category:Mandolines,23616035011,Mandolines,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",B0DLHX5L86,,"Cabbage Slicer Ultra-Thin 0.04 in Julienne Cutter for Sauerkraut & Coleslaw | 0.04 in Ultra-Thin Blade, Japanese Stainless Steel, Stable Non-Slip Base, Foldable, Easy to Clean","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",US,15.99,4.48,1.28,5.37,0.15,490.0,280.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DLHX5L86; brand LOVE YOU Studio
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B00004UE6R,,"Norpro Deluxe Bean Frencher With Clamp French/Green/Slicer/Cutter Heavy Duty, Manual, Aluminum, Silver",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,34.87,9.76,2.79,4.87,0.15,249.0,858.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00004UE6R; brand Norpro
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0BF5G17QS,,"Pamperεd Chεf Garlic Press, Garlic Mincer Easy-squeeze Ergonomic Handle, No Need To Peel, Rust Proof, Professional Ginger Press & Garlic Crusher with Handy Cleaning Brush- Dishwasher Safe",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,18.99,5.32,1.52,4.17,0.15,391.0,269.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BF5G17QS; brand Longmann
category:Index Card Storage,12900921,Index Card Storage,Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,B0D5LLC68G,,"Olivo Index Card Holder Box 3x5 Flash Note Card Organizer, Colored, 4 Pack",Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,US,12.99,3.64,1.04,6.22,0.15,808.0,231.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5LLC68G; brand Olivo
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B095SJR3LK,,"Bekith 2 Pack Collapsible Plastic Bucket with Locking Lid, 5L / 1.32 Gallon Foldable Round Tub Portable Fishing Water Pail for Hiking, Backpacking, Camping and Outdoor Survival (Blue, Gray)",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,19.99,5.6,1.6,7.83,0.15,316.0,425.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B095SJR3LK; brand Bekith
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0G5Q7234W,,"Mimorou 4 Pack 16 oz Stainless Steel Cups Metal Cup, Black | Pint Tumblers, Unbreakable Drinking Cups, Reusable Party Cups Bulk, Camping Outdoor Travel Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,16.99,4.76,1.36,4.88,0.15,683.0,223.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G5Q7234W; brand Mimorou
category:Backpacking Stoves,19450135011,Backpacking Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,B07VHMZTJ1,,"REDCAMP Wood Burning Folding Camp Stove Stainless Steel Grid, Portable Collapsible Backpacking Stove Survival Rocket Stove for Hiking Outdoor Tent Camping Picnic BBQ, Samll",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,US,20.89,5.85,1.67,6.3,0.15,225.0,1817.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07VHMZTJ1; brand REDCAMP
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0CZXZK1BW,,"MISSION Boat Gear Heavy Duty Outddor CASSI Tote Boat Bag, Mesh Beach Bag | Multiple Colors, Waterproof Base, Boat Cabin Storage, Mesh, Boat, Beach, Grocery, Travel, Pool, Premium Marine Gear",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,49.0,13.72,3.92,8.22,0.15,475.0,290.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZXZK1BW; brand MISSION
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AZ5Q4,,"STAR BRITE All-Purpose Medium Red Scrubber Pad | Ergonomic scrubber pad for versatile cleaning of multiple surfaces; reduces hand strain; durable, washable, reusable.",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,13.86,3.88,1.11,4.47,0.15,335.0,1145.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AZ5Q4; brand STAR BRITE
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B0CPJ8SVCD,,"Bolaxin Lower Unit Gear Oil Pump for Standard Quart Bottles, 3/8 inch Metal Swivel, 8mm and 10mm Adapters, for Most Marine Boat Outboard Motors (NOT for Volvo Penta)",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,12.88,3.61,1.03,4.9,0.15,225.0,354.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CPJ8SVCD; brand Bolaxin
category:Raised Toilet Seats,3775401,Raised Toilet Seats,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,B0DDTRFJCL,,"HOMLAND Toilet Seat Risers for Seniors with Handles, Dual-Crossbar, 400lb | Adjustable Height and Width, Padded Seat, Aluminum Reinforced Frame, Raised Handicap Elevated Toilet Seat Fit Any Toilet",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,US,79.99,22.4,6.4,15.75,0.15,280.0,417.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DDTRFJCL; brand HOMLAND
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B09C8DHMMX,,"WDSHCR Toilet Seat Cushion - Soft, Thicker, Warmer Washable Covers with Zipper - Home Reusable (Gray)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,15.99,4.48,1.28,5.36,0.15,220.0,1024.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09C8DHMMX; brand WDSHCR
category:Toilet Assistance Steps,8624798011,Toilet Assistance Steps,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,B0FD727TLZ,,"Foldable Toilet Stool Squat, 7 Inch Squatting Potty for Adults, Poop Stool | Lightweight Pooping Stool, Portable for Travel, Easy Storage Bathroom Toilet Step, Anti-Slip Feet, Space-Saving, Collapsible",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,US,14.99,4.2,1.2,6.34,0.15,2620.0,391.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FD727TLZ; brand WBKATN
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0FD3SN31M,,"Loyoda Toilet Safety Frame for Seniors, Adjustable Toilet Safety Rail",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,44.99,12.6,3.6,14.07,0.15,1895.0,878.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FD3SN31M; brand Loyoda
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0F1FNYW11,,"Topstache Leather Multitool Sheath for Leatherman Wave & Wave+ - Multitool Holster for Belt - Belt Loop Leather Multitool Pouch - Magnetic Closure Tool Pouch Case, Darkbrown",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,17.99,5.04,1.44,3.93,0.15,435.0,285.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F1FNYW11; brand topstache
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B004TTEI9M,,"AWP Ballistic Nylon Mini Tool Pouch Multi-Pocket Organizer for Electricians, Professional Tool Box for Efficient Organization, Black/Gray | 1L-23021-2",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,16.23,4.54,1.3,5.77,0.15,439.0,1097.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B004TTEI9M; brand AWP
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0C65B5VXC,,"WORKPRO 2-Pack Magnetic Wrench Organizer, 12-Piece Wrench Holder Set",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,16.99,4.76,1.36,5.73,0.15,1518.0,782.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C65B5VXC; brand WORKPRO
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0BXJ52RGN,,"Baseboard Cleaner Tool with Handle, Wall Cleaner with Extendable Long Handle ,Door Frame Cleaning Tool Including 4 Reusable Cleaning Pads. Quick Clean Baseboard Cleaning, Ceiling and Wall.",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,19.99,5.6,1.6,6.21,0.15,1359.0,751.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BXJ52RGN; brand LIYFUHY
category:Sponge Mops,23537024011,Sponge Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,B0012H14LE,,Mr. Clean Magic Eraser Squeeze Mop,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,US,31.7,8.88,2.54,5.71,0.15,237.0,1080.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0012H14LE; brand Mr. Clean
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0FTG1DWVJ,,"EaseYourDay Self-Wringing Twist Mop, Microfiber Floor Mop with 2 Heads",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,16.99,4.76,1.36,8.03,0.15,244.0,38.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FTG1DWVJ; brand EaseYourDay
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B09PZP6LG4,,"Gloffer Indoor Broom, Soft Bristles for Hardwood Floors, 55-Inch Handle | Soft bristles, 12-inch angled head and adjustable 55-inch handle for easy indoor sweeping on hardwood, laminate and tile.",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,16.99,4.76,1.36,6.21,0.15,534.0,653.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09PZP6LG4; brand Gloffer
